,Run,Wealth,ex_mod,ex_ratio,height,inheritance_rule,init_agents,init_poll,max_age,max_init_sugar,max_metabolism,max_vision,min_age,poll_growth_rule,width
136,34,10.715158041053584,1.4444444444444444,2.0,50,True,500,2,60,5,3,10,30,False,50
137,223,10.244790633882081,2.7777777777777777,8.0,50,True,500,2,60,5,3,10,30,False,50
138,182,10.366717697855284,1.0,7.0,50,True,500,2,60,5,3,10,30,False,50
139,231,10.892646975218486,4.111111111111111,8.0,50,True,500,2,60,5,3,10,30,False,50
140,238,11.290061646590043,5.0,8.0,50,True,500,2,60,5,3,10,30,False,50
141,52,11.046499652777777,4.111111111111111,2.0,50,True,500,2,60,5,3,10,30,False,50
142,41,11.20244222222222,2.333333333333333,2.0,50,True,500,2,60,5,3,10,30,False,50
143,237,10.730584923110847,5.0,8.0,50,True,500,2,60,5,3,10,30,False,50
144,89,11.116747638888887,5.0,3.0,50,True,500,2,60,5,3,10,30,False,50
145,50,10.949489375,3.6666666666666665,2.0,50,True,500,2,60,5,3,10,30,False,50
146,282,10.574455571723325,2.7777777777777777,10.0,50,True,500,2,60,5,3,10,30,False,50
147,130,11.051902799997745,2.333333333333333,5.0,50,True,500,2,60,5,3,10,30,False,50
148,21,11.032766875,4.111111111111111,1.0,50,True,500,2,60,5,3,10,30,False,50
149,192,10.800730087956994,2.7777777777777777,7.0,50,True,500,2,60,5,3,10,30,False,50
150,27,11.350235,5.0,1.0,50,True,500,2,60,5,3,10,30,False,50
151,208,10.856207485123765,5.0,7.0,50,True,500,2,60,5,3,10,30,False,50
152,125,10.68781024499498,1.4444444444444444,5.0,50,True,500,2,60,5,3,10,30,False,50
153,211,10.229805557094853,1.0,8.0,50,True,500,2,60,5,3,10,30,False,50
154,295,10.919290046252154,4.555555555555555,10.0,50,True,500,2,60,5,3,10,30,False,50
155,2,10.75980875,1.0,1.0,50,True,500,2,60,5,3,10,30,False,50
156,259,10.46012930071563,3.6666666666666665,9.0,50,True,500,2,60,5,3,10,30,False,50
157,240,9.879726657574263,1.0,9.0,50,True,500,2,60,5,3,10,30,False,50
158,171,10.820909719347153,4.111111111111111,6.0,50,True,500,2,60,5,3,10,30,False,50
159,151,9.906986026559329,1.0,6.0,50,True,500,2,60,5,3,10,30,False,50
160,250,10.627046094735563,2.333333333333333,9.0,50,True,500,2,60,5,3,10,30,False,50
161,110,10.74200080361144,3.6666666666666665,4.0,50,True,500,2,60,5,3,10,30,False,50
162,133,10.906779246606105,2.7777777777777777,5.0,50,True,500,2,60,5,3,10,30,False,50
163,206,10.814144013037733,4.555555555555555,7.0,50,True,500,2,60,5,3,10,30,False,50
164,265,10.517847259664237,4.555555555555555,9.0,50,True,500,2,60,5,3,10,30,False,50
165,77,10.738584574759944,3.2222222222222223,3.0,50,True,500,2,60,5,3,10,30,False,50
166,128,10.482743226140093,1.8888888888888888,5.0,50,True,500,2,60,5,3,10,30,False,50
167,122,10.323459326558602,1.0,5.0,50,True,500,2,60,5,3,10,30,False,50
168,218,10.737728838900955,1.8888888888888888,8.0,50,True,500,2,60,5,3,10,30,False,50
169,47,11.30924236111111,3.2222222222222223,2.0,50,True,500,2,60,5,3,10,30,False,50
170,61,10.305775368041795,1.0,3.0,50,True,500,2,60,5,3,10,30,False,50
171,20,11.2596325,3.6666666666666665,1.0,50,True,500,2,60,5,3,10,30,False,50
172,135,10.812817571480387,3.2222222222222223,5.0,50,True,500,2,60,5,3,10,30,False,50
173,30,10.66966400390625,1.0,2.0,50,True,500,2,60,5,3,10,30,False,50
